First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
Una;B;Romanov;18;Blue;Brown;2;3;Unk.;cats;Illustrator;Princetonne;
George;E;Quincy;42;Green;Brown;0;4;1;hamsters;Lumberjack;Ventnor Univ.;
Ernest;Q;Yount;73;Black;Green;1;4;9;Unknown;Dishwasher;Ventnor Univ.;
Kate;A;Phelps;21;Orange;Green;0;3;5;dogs, fish;Teacher;Princetonne;
Basil;E;Black;75;Brown;Black;3;1;10;dogs, hamsters;Illustrator;night school;
James;S;Howards;64;Red;Green;0;5;3;birds;Reporter;Ventnor Univ.;
Amy;N;Morrison;43;Orange;Blue;2;3;Unk.;cats;Teller;Ventnor Univ.;
Rhoda;O;Queen;28;Blue;Grey;0;5;7;birds, hamsters;Doctor;Ventnor Univ.;
Hector;C;Unser;77;Green;White;2;3;6;Unknown;Wildcat;Ventnor Univ.;
Fanny;Y;Ebbers;35;Brown;Brown;3;1;4;birds, dogs;Busser;night school;
Zillah;M;Hanks;53;Black;Red;3;5;10;dogs, hamsters;Butler;night school;
Yorick;E;Young;75;Brown;Red;2;2;9;Unknown;Instructor;Princetonne;
James;A;Quincy;21;Black;Grey;0;5;Unk.;cats;Secretary;Ventnor Univ.;
James;L;Thomas;40;Brown;Black;0;3;Unk.;cats;Waiter;Saint George;
Kate;Y;Dupont;78;Brown;Green;0;6;3;birds;Illustrator;Nelson's Hall;
Xerxes;B;Phelps;18;Orange;Brown;2;2;6;Unknown;Editor;Ventnor Univ.;
James;U;Grant;52;Brown;Red;2;3;1;hamsters;Anesthiesiologist;night school;
Hector;O;Black;26;Orange;White;2;2;0;None;Botanist;night school;
Ernest;T;Kildare;45;Green;Brown;3;3;5;dogs, fish;Masseur;Ventnor Univ.;
Yorick;R;Nabors;37;Orange;Blue;2;3;4;birds, dogs;Busser;Princetonne;
Prue;B;Siebert;54;Orange;Blue;4;5;8;birds, fish;Director;Ventnor Univ.;
Susan;Y;Romanov;57;Black;Black;1;4;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Clara;E;Nichols;69;Red;Brown;0;6;0;None;Director;night school;
Neville;O;Hanks;44;Brown;Green;2;2;10;dogs, hamsters;Butler;Ventnor Univ.;
Hector;A;Xerxes;66;Black;Black;1;1;6;Unknown;Lumberjack;Ventnor Univ.;
Xerxes;B;Isaacson;36;Blue;Black;0;6;Unk.;cats;Entrepreneur;night school;
Xerxes;I;Nabors;63;Green;White;0;4;0;None;Secretary;night school;
Titus;A;Queen;38;Grey;Red;2;1;Unk.;cats;Mechanic;night school;
Leo;L;Isaacson;34;Grey;Black;4;1;Unk.;cats;Journalist;Ventnor Univ.;
Winnie;Q;Williams;73;Brown;Grey;0;3;Unk.;cats;Tutor;Princetonne;
Prue;E;Isaacson;42;Brown;Grey;4;1;7;birds, hamsters;Operator;Ventnor Univ.;
Quentin;C;Dupont;68;Green;Violet;0;3;5;dogs, fish;Professor;night school;
Xerxes;S;Charles;64;Brown;Grey;1;1;8;birds, fish;Illustrator;night school;
Winnie;S;Enfield;31;Red;Green;2;1;9;Unknown;Busser;Ventnor Univ.;
Neville;S;Morrison;64;Black;Green;1;4;7;birds, hamsters;Wildcat;Ventnor Univ.;
Neville;Y;Queen;78;Green;White;2;3;5;dogs, fish;Botanist;Princetonne;
James;C;Howards;77;Black;Grey;3;1;Unk.;cats;Instructor;night school;
Hector;N;Grant;33;Orange;Blue;0;6;6;Unknown;Illustrator;Ventnor Univ.;
Olive;B;Valdez;36;Brown;Brown;2;1;0;None;Busser;night school;
James;E;Yount;49;Black;Green;2;2;3;birds;Chauffeur;Ventnor Univ.;
Yorick;P;Dupont;58;Orange;White;2;2;Unk.;cats;Tutor;Princetonne;
Basil;Y;Morrison;55;Green;Brown;3;1;3;birds;Instructor;night school;
Ida;T;Isaacson;24;Black;Black;1;1;1;hamsters;Actor;night school;
Prue;B;Charles;54;Blue;Brown;4;1;Unk.;cats;Clerk;Ventnor Univ.;
Maud;E;Xerxes;61;Grey;Red;1;4;Unk.;cats;Sysop;Ventnor Univ.;
Una;A;Nichols;38;Grey;Green;3;1;0;None;Mechanic;night school;
Ernest;N;Howards;20;Blue;Brown;4;5;Unk.;cats;Designer;night school;
Desmond;E;Unser;59;Grey;Red;4;5;6;Unknown;Clerk;night school;
Ernest;C;Michaels;77;Blue;Grey;4;1;2;fish, hamsters;Butler;Ventnor Univ.;
Desmond;Q;Queen;73;Green;Green;2;1;2;fish, hamsters;Reporter;Ventnor Univ.;
Clara;N;Dupont;43;Blue;Grey;1;4;Unk.;cats;Lumberjack;Ventnor Univ.;
Basil;R;Romanov;29;Black;Grey;0;6;6;Unknown;Entrepreneur;night school;
Winnie;E;Dupont;69;Black;Grey;2;2;Unk.;cats;Lumberjack;Princetonne;
Susan;C;Valdez;77;Brown;Brown;0;3;3;birds;Nurse;Ventnor Univ.;
Desmond;Y;Queen;57;Blue;Grey;4;5;9;Unknown;Painter;night school;
Quentin;R;Unser;37;Blue;Blue;0;3;Unk.;cats;Chef;Ventnor Univ.;
Basil;Y;O'Leary;23;Green;Brown;0;5;5;dogs, fish;Analyst;Ventnor Univ.;
James;S;Charles;62;Blue;Brown;2;2;6;Unknown;Chauffeur;Ventnor Univ.;
Kate;O;Brown;28;Black;Green;4;5;3;birds;Cook;Ventnor Univ.;
Yorick;T;Nichols;56;Blue;Black;2;3;10;dogs, hamsters;Editor;Princetonne;
Rhoda;S;Lambert;62;Grey;Black;0;4;Unk.;cats;Accountant;Princetonne;
Amy;E;Richards;59;Grey;Green;4;5;Unk.;cats;Painter;Nelson's Hall;
Fanny;R;Howards;37;Grey;Green;2;3;9;Unknown;Sysop;Ventnor Univ.;
Victor;U;Siebert;74;Grey;Red;2;2;Unk.;cats;Librarian;night school;
Amy;B;Franklin;54;Green;Brown;3;5;8;birds, fish;Auditor;night school;
Una;B;Islington;36;Orange;Green;0;6;Unk.;cats;Author;Princetonne;
Ernest;U;Ebbers;52;Black;Grey;4;5;Unk.;cats;Entrepreneur;Ventnor Univ.;
Maud;R;Sindel;22;Black;Grey;2;3;4;birds, dogs;Doctor;Princetonne;
Susan;W;Garrison;27;Blue;Blue;4;1;8;birds, fish;Sysop;Princetonne;
Victor;E;Franklin;61;Red;Grey;2;1;0;None;Sysop;Princetonne;
Basil;L;Unser;41;Blue;Blue;2;3;10;dogs, hamsters;Tutor;Ventnor Univ.;
Fanny;A;Islington;66;Orange;White;1;1;Unk.;cats;Masseur;night school;
Basil;L;Lawrence;34;Red;Grey;4;5;Unk.;cats;Mechanic;Ventnor Univ.;
Desmond;R;Unser;22;Black;Green;0;6;8;birds, fish;Author;night school;
James;Y;Howards;78;Green;Brown;2;1;10;dogs, hamsters;Painter;Ventnor Univ.;
Ida;O;Romanov;28;Red;Brown;3;1;6;Unknown;Butler;night school;
James;I;Black;46;Black;Grey;4;1;9;Unknown;Designer;Ventnor Univ.;
Ernest;R;Ebbers;22;Red;Brown;3;3;2;fish, hamsters;Wildcat;Nelson's Hall;
Susan;S;Enfield;50;Brown;Red;0;5;6;Unknown;Professor;Ventnor Univ.;
James;L;Enfield;34;Black;Black;3;5;9;Unknown;Sysop;Ventnor Univ.;
Hector;T;Queen;56;Orange;White;3;3;6;Unknown;Professor;Ventnor Univ.;
James;N;Thomas;76;Green;Black;3;5;Unk.;cats;Examiner;Ventnor Univ.;
Desmond;B;Thomas;18;Green;Black;0;6;Unk.;cats;Editor;Princetonne;
Prue;I;Lawrence;63;Green;White;1;4;6;Unknown;Butler;Ventnor Univ.;
Quentin;Q;Garrison;73;Brown;Black;3;5;3;birds;Operator;Ventnor Univ.;
James;E;Queen;61;Black;Red;1;1;6;Unknown;Clerk;Ventnor Univ.;
Leo;Y;Ximenez;55;Green;White;0;3;10;dogs, hamsters;Dishwasher;Ventnor Univ.;
Basil;S;Howards;50;Red;Brown;4;1;4;birds, dogs;Secretary;Princetonne;
Olive;O;Dupont;26;Green;White;2;3;8;birds, fish;Chauffeur;Ventnor Univ.;
Winnie;S;Garrison;51;Brown;Green;1;4;Unk.;cats;Valet;night school;
Quentin;Y;Michaels;57;Green;Green;0;5;2;fish, hamsters;Instructor;night school;
Hector;N;Unser;47;Orange;Blue;2;2;1;hamsters;Docent;night school;
Victor;B;Siebert;54;Green;White;0;6;5;dogs, fish;Dishwasher;Ventnor Univ.;
Winnie;E;Yount;42;Green;Violet;3;3;5;dogs, fish;Mechanic;Ventnor Univ.;
Ida;R;Ebbers;37;Red;Grey;4;5;3;birds;Auditor;Ventnor Univ.;
Zillah;O;Yount;26;Brown;Red;4;5;0;None;Botanist;Nelson's Hall;
Desmond;W;Johnson;27;Black;Grey;2;3;Unk.;cats;Anesthiesiologist;night school;
Maud;T;Phelps;24;Grey;Black;1;4;1;hamsters;Zookeeper;Saint George;
George;N;Romanov;76;Red;Grey;0;3;Unk.;cats;Teacher;Ventnor Univ.;
Olive;U;Lawrence;52;Green;White;3;3;6;Unknown;Entrepreneur;Ventnor Univ.;
Xerxes;S;Johnson;64;Orange;White;4;1;9;Unknown;Wildcat;night school;
Ernest;I;Thomas;39;Brown;Brown;1;1;Unk.;cats;Professor;Ventnor Univ.;
George;R;Unser;22;Green;Brown;4;1;Unk.;cats;Chauffeur;Ventnor Univ.;
George;I;Queen;39;Orange;Blue;0;6;10;dogs, hamsters;Docent;night school;
Susan;I;Yount;39;Green;Green;1;1;4;birds, dogs;Director;Saint George;
Quentin;O;Adams;44;Orange;Grey;3;3;7;birds, hamsters;Clerk;Ventnor Univ.;
Una;N;Franklin;20;Black;Green;1;1;Unk.;cats;Clerk;Princetonne;
Victor;R;Michaels;22;Black;Grey;3;3;2;fish, hamsters;Examiner;Ventnor Univ.;
Leo;F;Nabors;70;Grey;Green;1;1;5;dogs, fish;Accountant;Nelson's Hall;
Amy;R;Adams;60;Red;Grey;0;6;9;Unknown;Therapist;Princetonne;
Susan;L;Isaacson;34;Red;Green;4;5;3;birds;Pilot;night school;
Basil;T;Thomas;56;Grey;Black;4;5;2;fish, hamsters;Maid;Nelson's Hall;
Ida;W;Unser;27;Orange;Grey;0;4;1;hamsters;Unemployed;Princetonne;
Ida;I;Howards;48;Blue;Grey;0;4;9;Unknown;Sysop;Saint George;
Yorick;Q;Richards;73;Brown;Brown;3;1;Unk.;cats;Operator;Ventnor Univ.;
Maud;N;Charles;33;Grey;Black;0;6;2;fish, hamsters;Anesthiesiologist;night school;
Clara;C;Phelps;68;Black;Black;2;2;2;fish, hamsters;Chef;Ventnor Univ.;
Kate;E;Thomas;49;Brown;Red;2;1;10;dogs, hamsters;Author;night school;
Desmond;R;Garrison;37;Black;Black;0;4;7;birds, hamsters;Pilot;Ventnor Univ.;
Maud;I;Romanov;39;Red;Brown;0;3;0;None;Director;Ventnor Univ.;
Winnie;A;Siebert;21;Brown;Red;0;6;9;Unknown;Designer;Nelson's Hall;
Leo;W;Jackson;25;Brown;Red;1;1;6;Unknown;Therapist;Ventnor Univ.;
Winnie;R;Thomas;37;Black;Black;0;4;5;dogs, fish;Journalist;Ventnor Univ.;
Alfonse;P;Lawrence;58;Brown;Grey;0;3;8;birds, fish;Wildcat;Ventnor Univ.;
Kate;I;Watanabe;19;Grey;Green;2;2;10;dogs, hamsters;Reporter;Ventnor Univ.;
Clara;Y;Brown;57;Orange;Blue;1;1;4;birds, dogs;Lumberjack;Ventnor Univ.;
Xerxes;M;Islington;53;Black;Green;1;4;Unk.;cats;Analyst;night school;
Prue;E;Black;75;Brown;Brown;1;1;2;fish, hamsters;Anesthiesiologist;night school;
Neville;L;Xerxes;34;Grey;Black;3;3;4;birds, dogs;Secretary;Ventnor Univ.;
Yorick;Y;Unser;23;Green;White;2;1;3;birds;Nurse;Ventnor Univ.;
Yorick;R;Xerxes;60;Brown;Brown;4;5;8;birds, fish;Sysop;Princetonne;
Titus;I;Black;63;Green;White;2;2;Unk.;cats;Illustrator;night school;
Una;Y;Kildare;57;Red;Green;3;5;4;birds, dogs;Cook;night school;
Kate;N;Adams;76;Blue;Blue;4;1;6;Unknown;Administrator;Ventnor Univ.;
Victor;O;Unser;32;Green;Violet;3;3;5;dogs, fish;Painter;Ventnor Univ.;
Una;T;Lambert;56;Green;Brown;2;3;10;dogs, hamsters;Author;Ventnor Univ.;
James;W;Adams;25;Grey;Red;2;2;Unk.;cats;Cook;Lodge of Kent;
Titus;T;Thomas;24;Orange;Green;1;1;Unk.;cats;Analyst;Princetonne;
Hector;E;Brown;72;Brown;Black;4;5;7;birds, hamsters;Operator;Ventnor Univ.;
Rhoda;M;Romanov;53;Brown;Red;2;2;2;fish, hamsters;Teller;Princetonne;
Hector;I;Queen;48;Green;Black;2;2;1;hamsters;Operator;Ventnor Univ.;
Clara;T;Williams;56;Green;Brown;2;3;8;birds, fish;Reporter;Ventnor Univ.;
Fanny;L;Islington;41;Green;Black;2;3;6;Unknown;Instructor;Ventnor Univ.;
Desmond;Y;Williams;57;Orange;Brown;3;1;Unk.;cats;Maid;Ventnor Univ.;
Amy;R;Lambert;60;Orange;Green;3;1;1;hamsters;Teller;Ventnor Univ.;
Ida;E;Isaacson;75;Brown;Brown;3;5;0;None;Examiner;night school;
Winnie;U;Isaacson;74;Brown;Green;2;1;7;birds, hamsters;Painter;Nelson's Hall;
George;S;Siebert;62;Green;White;1;4;7;birds, hamsters;Tutor;Ventnor Univ.;
James;I;Hanks;39;Grey;Green;1;1;6;Unknown;Designer;;
Susan;W;Nichols;27;Green;Violet;0;5;1;hamsters;Editor;Princetonne;
George;A;Jackson;21;Brown;Black;4;1;10;dogs, hamsters;Therapist;Nelson's Hall;
Leo;O;Howards;44;Black;Grey;0;3;9;Unknown;Maid;night school;
Zillah;L;Watanabe;40;Orange;Green;0;6;Unk.;cats;Accountant;Ventnor Univ.;
Titus;N;Hanks;67;Blue;Brown;0;6;3;birds;Secretary;Princetonne;
Rhoda;E;Xerxes;61;Blue;Grey;3;5;10;dogs, hamsters;Secretary;Ventnor Univ.;
Basil;R;Enfield;37;Brown;Green;0;5;5;dogs, fish;Examiner;Princetonne;
Ida;R;Dupont;71;Black;Green;0;4;8;birds, fish;Sysop;Ventnor Univ.;
Rhoda;R;Hanks;60;Blue;Blue;2;1;5;dogs, fish;Wildcat;Princetonne;
George;B;Islington;54;Blue;Grey;0;4;5;dogs, fish;Actor;Princetonne;
George;S;Kildare;50;Grey;Black;3;1;10;dogs, hamsters;Teacher;night school;
Una;E;Black;42;Black;Grey;1;4;Unk.;cats;Doctor;Ventnor Univ.;
Leo;Y;Romanov;35;Brown;Red;0;5;3;birds;Director;night school;
James;Y;Islington;78;Orange;Blue;1;1;1;hamsters;Building Inspector;Ventnor Univ.;
Winnie;R;Queen;37;Brown;Black;0;6;10;dogs, hamsters;Administrator;Ventnor Univ.;
Prue;L;Williams;41;Blue;Grey;2;3;Unk.;cats;Curator;Nelson's Hall;
George;I;Black;39;Blue;Grey;0;6;2;fish, hamsters;Tutor;Ventnor Univ.;
Kate;E;Romanov;61;Grey;Black;3;3;9;Unknown;Chef;Ventnor Univ.;
Victor;N;Yount;67;Brown;Red;0;4;3;birds;Entrepreneur;Ventnor Univ.;
Zillah;R;Islington;22;Grey;Red;1;4;Unk.;cats;Chauffeur;Princetonne;
Prue;S;Lawrence;51;Green;Green;1;4;4;birds, dogs;Teller;Ventnor Univ.;
Hector;R;Kildare;37;Brown;Brown;0;4;10;dogs, hamsters;Masseur;Princetonne;
Yorick;A;Charles;21;Green;Violet;2;1;7;birds, hamsters;Examiner;night school;
Maud;N;Grant;47;Blue;Black;3;5;5;dogs, fish;Sysop;Ventnor Univ.;
Ernest;S;Johnson;50;Brown;Red;1;1;10;dogs, hamsters;Curator;Ventnor Univ.;
Clara;B;Sindel;36;Black;Red;1;4;5;dogs, fish;Editor;Alpacawarts;
Maud;N;Nichols;33;Black;Red;4;1;0;None;Assistant;Ventnor Univ.;
Maud;I;Watanabe;46;Green;Brown;4;5;Unk.;cats;Operator;Ventnor Univ.;
Neville;N;Phelps;33;Black;Red;0;5;Unk.;cats;Assistant Instructor;Ventnor Univ.;
Susan;I;Black;46;Blue;Black;3;5;Unk.;cats;Curator;Saint George;
James;P;Garrison;58;Orange;Blue;3;3;Unk.;cats;Therapist;night school;
Neville;L;Islington;40;Orange;Brown;3;3;9;Unknown;Director;night school;
Ida;N;Sindel;76;Orange;Blue;2;2;7;birds, hamsters;Reporter;Nelson's Hall;
Basil;E;Young;72;Grey;Red;2;1;Unk.;cats;Anesthiesiologist;Alpacawarts;
Kate;E;Queen;49;Brown;Red;0;5;8;birds, fish;Pilot;night school;
George;L;Siebert;41;Grey;Black;0;3;3;birds;Butler;Ventnor Univ.;
Yorick;S;Young;31;Grey;Green;2;2;7;birds, hamsters;Designer;Princetonne;
Neville;P;Siebert;58;Blue;Black;3;5;9;Unknown;Therapist;Ventnor Univ.;
Leo;N;Adams;67;Black;Black;0;6;3;birds;Reporter;UHI-Honolulu;
Xerxes;P;Michaels;58;Green;Black;2;3;7;birds, hamsters;Administrator;Ventnor Univ.;
Fanny;S;Michaels;31;Orange;Grey;0;6;Unk.;cats;Therapist;night school;
Desmond;Y;Valdez;57;Black;Black;4;5;5;dogs, fish;Investment Finder;Ventnor Univ.;
Ida;S;Kildare;50;Black;Green;0;5;6;Unknown;Teller;night school;
George;Y;O'Leary;23;Orange;White;2;3;1;hamsters;Clerk;Ventnor Univ.;
Zillah;E;Xerxes;59;Black;Grey;4;1;5;dogs, fish;Medical Examiner;Ventnor Univ.;
Susan;S;Young;51;Black;Grey;0;6;Unk.;cats;Administrator;Saint George;
Ernest;L;Young;34;Grey;Red;0;3;Unk.;cats;Chef;night school;
Rhoda;N;Unser;43;Red;Grey;1;4;Unk.;cats;Actor;Nelson's Hall;
Basil;N;Ximenez;47;Blue;Brown;3;5;Unk.;cats;Instructor;night school;
Prue;Y;Isaacson;55;Black;Red;4;5;6;Unknown;Clerk;Ventnor Univ.;
Neville;E;Adams;49;Grey;Green;1;4;7;birds, hamsters;Secretary;Ventnor Univ.;
Quentin;N;Michaels;76;Red;Brown;3;5;9;Unknown;Butler;night school;
Prue;A;Enfield;21;Green;Violet;1;4;10;dogs, hamsters;Sysop;Ventnor Univ.;
Fanny;B;Hanks;54;Red;Green;2;1;6;Unknown;Busser;Ventnor Univ.;
Una;O;Yount;26;Orange;Blue;0;3;Unk.;cats;Actor;night school;
Una;C;Jackson;77;Brown;Black;0;5;7;birds, hamsters;Waiter;Nelson's Hall;
Leo;R;Onassis;37;Green;Brown;4;1;Unk.;cats;Curator;Saint George;
Zillah;S;Phelps;51;Green;Brown;3;5;Unk.;cats;Waiter;Ventnor Univ.;
Quentin;N;Franklin;20;Brown;Grey;4;5;5;dogs, fish;Tutor;night school;
Olive;S;O'Leary;64;Brown;Brown;2;2;2;fish, hamsters;Clerk;night school;
Maud;S;Franklin;62;Orange;White;1;1;10;dogs, hamsters;Chauffeur;Nelson's Hall;
Basil;R;Nabors;22;Orange;Brown;0;6;1;hamsters;Clerk;Princetonne;
Una;I;Ximenez;63;Brown;Red;0;5;5;dogs, fish;Chauffeur;night school;
James;S;Johnson;64;Orange;White;0;5;1;hamsters;Unemployed;night school;
Rhoda;A;Black;66;Red;Grey;0;6;Unk.;cats;Professor;UHI-Honolulu;
Kate;B;Garrison;18;Grey;Black;2;2;7;birds, hamsters;Docent;Ventnor Univ.;
Neville;E;Valdez;69;Orange;Brown;2;3;6;Unknown;Busser;Ventnor Univ.;
James;R;Isaacson;29;Orange;Green;4;5;7;birds, hamsters;Director;Ventnor Univ.;
Olive;R;Williams;60;Red;Grey;1;1;8;birds, fish;Unemployed;Ventnor Univ.;
Ida;I;Lawrence;63;Green;Violet;3;1;6;Unknown;Pilot;night school;
Prue;Y;Ebbers;78;Brown;Brown;3;5;8;birds, fish;Professor;Ventnor Univ.;
Zillah;E;Quincy;75;Black;Red;0;4;0;None;Maid;Ventnor Univ.;
Clara;E;Yount;75;Grey;Red;2;2;2;fish, hamsters;Clerk;Ventnor Univ.;
Prue;O;O'Leary;28;Blue;Blue;2;2;6;Unknown;Valet;Ventnor Univ.;
Maud;A;Michaels;21;Red;Green;0;5;7;birds, hamsters;Cook;Ventnor Univ.;
Leo;S;Watanabe;62;Grey;Green;2;1;Unk.;cats;Actor;Nelson's Hall;
Leo;W;Howards;27;Orange;Grey;2;1;9;Unknown;Operator;Princetonne;
Victor;N;Sindel;76;Grey;Black;2;3;10;dogs, hamsters;Clerk;Ventnor Univ.;
Denise;Y;Ebbers;57;Orange;Grey;1;4;3;birds;Chauffeur;Ventnor Univ.;
Desmond;S;Siebert;62;Brown;Black;1;4;Unk.;cats;Instructor;night school;
Ida;S;Williams;64;Red;Green;2;1;4;birds, dogs;Clerk;Ventnor Univ.;
Titus;W;Dupont;27;Red;Grey;2;3;Unk.;cats;Reporter;Ventnor Univ.;
George;B;Thomas;18;Blue;Brown;1;1;Unk.;cats;Nurse;night school;
Olive;A;Enfield;38;Orange;Brown;1;4;8;birds, fish;Valet;Ventnor Univ.;
Amy;P;Adams;58;Black;Black;0;5;6;Unknown;Teller;Ventnor Univ.;
Quentin;M;Young;53;Black;Black;0;3;9;Unknown;Zookeeper;night school;
Leo;U;O'Leary;52;Blue;Grey;3;1;6;Unknown;Teacher;Princetonne;
Titus;E;Grant;49;Grey;Black;3;5;7;birds, hamsters;Journalist;Ventnor Univ.;
Titus;S;Onassis;62;Green;Violet;1;4;2;fish, hamsters;Lumberjack;Ventnor Univ.;
Neville;E;Williams;59;Grey;Red;4;1;Unk.;cats;Operator;Princetonne;
Kate;U;Jackson;52;Grey;Black;3;1;Unk.;cats;Assistant;Ventnor Univ.;
Ernest;W;Queen;25;Grey;Green;0;5;Unk.;cats;Author;Ventnor Univ.;
Susan;N;Williams;76;Black;Green;3;3;7;birds, hamsters;Reporter;Princetonne;
Ida;L;Isaacson;40;Red;Green;0;4;1;hamsters;Nurse;Nelson's Hall;
Ida;N;Adams;33;Brown;Black;0;6;0;None;Pilot;Ventnor Univ.;
Clara;A;Siebert;21;Green;White;3;1;3;birds;Cook;Ventnor Univ.;
Olive;W;Ximenez;27;Blue;Brown;2;2;1;hamsters;Waiter;Ventnor Univ.;
Xerxes;I;Williams;63;Orange;Brown;4;1;Unk.;cats;Actor;night school;
Clara;N;Ebbers;33;Green;Violet;3;5;9;Unknown;Journalist;Ventnor Univ.;
Yorick;N;Queen;43;Brown;Black;0;6;5;dogs, fish;Maid;Ventnor Univ.;
Maud;A;Enfield;66;Brown;Brown;2;3;Unk.;cats;Operator;Ventnor Univ.;
Ernest;T;Michaels;24;Green;Black;2;2;Unk.;cats;Pilot;Duke Academy;
Susan;N;Brown;47;Blue;Grey;3;5;5;dogs, fish;Anesthiesiologist;Ventnor Univ.;
Kate;Y;Yount;23;Brown;Red;0;6;Unk.;cats;Auditor;Princetonne;
Hector;E;Charles;72;Blue;Grey;3;5;2;fish, hamsters;Editor;Ventnor Univ.;
Zillah;A;Michaels;66;Brown;Red;0;4;Unk.;cats;Zookeeper;Ventnor Univ.;
Neville;Y;Jackson;57;Red;Brown;1;4;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Kate;E;Grant;69;Blue;Blue;1;1;9;Unknown;Valet;Ventnor Univ.;
Fanny;Y;Young;78;Black;Grey;0;6;1;hamsters;Examiner;night school;
Hector;I;Siebert;39;Green;Brown;3;5;7;birds, hamsters;Sysop;Princetonne;
Prue;O;Young;32;Brown;Green;0;4;8;birds, fish;Illustrator;night school;
Prue;B;Valdez;36;Orange;Green;3;3;Unk.;cats;Botanist;night school;
Neville;M;Lawrence;53;Orange;Blue;1;1;5;dogs, fish;Therapist;Ventnor Univ.;
Zillah;E;Onassis;72;Red;Grey;1;1;9;Unknown;Cook;night school;
Susan;N;Ebbers;67;Grey;Red;4;1;Unk.;cats;Author;Ventnor Univ.;
Maud;B;Nichols;54;Brown;Grey;4;1;4;birds, dogs;Butler;Princetonne;
Leo;R;Ximenez;29;Orange;Brown;1;1;Unk.;cats;Professor;Nelson's Hall;
Leo;D;Watanabe;30;Green;White;3;5;Unk.;cats;Journalist;Ventnor Univ.;
Victor;L;Michaels;41;Green;Brown;4;1;3;birds;Singer;Nelson's Hall;
Una;O;Unser;32;Green;White;3;1;7;birds, hamsters;Nurse;Ventnor Univ.;
Una;S;Johnson;51;Red;Brown;0;5;4;birds, dogs;Teacher;night school;
Titus;T;Jackson;65;Brown;Brown;0;3;6;Unknown;Designer;night school;
Ida;R;Michaels;37;Orange;Brown;3;3;Unk.;cats;Auditor;Ventnor Univ.;
Prue;Y;Nichols;55;Brown;Green;0;4;8;birds, fish;Singer;Ventnor Univ.;
James;I;Hanks;19;Green;Violet;4;1;10;dogs, hamsters;Instructor;Ventnor Univ.;
Victor;I;Ximenez;46;Brown;Black;2;3;6;Unknown;Actor;Ventnor Univ.;
Amy;C;Howards;77;Red;Green;0;4;10;dogs, hamsters;Botanist;night school;
Kate;N;Kildare;43;Green;Brown;3;3;Unk.;cats;Sysop;night school;
Neville;E;Brown;42;Grey;Black;3;1;7;birds, hamsters;Butler;Princetonne;
Ernest;L;Garrison;41;Grey;Green;3;5;3;birds;Tutor;Ventnor Univ.;
Yorick;U;Nichols;74;Orange;Green;0;5;1;hamsters;Teacher;Ventnor Univ.;
Winnie;I;Howards;46;Brown;Red;1;1;Unk.;cats;Accountant;Ventnor Univ.;
Susan;C;Isaacson;77;Green;Violet;3;5;7;birds, hamsters;Auditor;Saint George;
Titus;F;Charles;70;Green;Green;4;1;10;dogs, hamsters;Doctor;night school;
Amy;W;Islington;25;Red;Grey;1;1;Unk.;cats;Author;Ventnor Univ.;
George;T;Dupont;56;Orange;Green;3;5;6;Unknown;Mechanic;night school;
Titus;E;Black;61;Green;Green;3;5;5;dogs, fish;Masseur;Princetonne;
Winnie;R;O'Leary;71;Green;Green;1;4;0;None;Lumberjack;Ventnor Univ.;
Leo;S;Richards;31;Brown;Grey;2;3;Unk.;cats;Docent;Ventnor Univ.;
Hector;B;Siebert;18;Orange;Grey;2;3;4;birds, dogs;Painter;Ventnor Univ.;
Xerxes;B;Queen;54;Grey;Red;2;3;6;Unknown;Dishwasher;Princetonne;
Susan;Y;Quincy;35;Grey;Black;2;3;2;fish, hamsters;Unemployed;Ventnor Univ.;
Winnie;S;Jackson;50;Brown;Red;4;1;8;birds, fish;Accountant;Ventnor Univ.;
Xerxes;I;Young;39;Grey;Green;3;3;Unk.;cats;Botanist;night school;
Yorick;T;Onassis;45;Black;Grey;2;1;1;hamsters;Cook;Ventnor Univ.;
Rhoda;O;Enfield;32;Black;Black;4;5;6;Unknown;Accountant;Ventnor Univ.;
George;L;O'Leary;40;Brown;Red;0;4;4;birds, dogs;Singer;Ventnor Univ.;
James;R;Charles;60;Green;Violet;4;1;9;Unknown;Sysop;night school;
Victor;R;Onassis;71;Green;White;2;1;9;Unknown;Painter;Ventnor Univ.;
Rhoda;S;O'Leary;51;Green;Violet;0;4;6;Unknown;Lumberjack;Saint George;
Kate;O;Ebbers;32;Brown;Red;3;1;2;fish, hamsters;Editor;Ventnor Univ.;
Xerxes;O;Sindel;28;Green;Black;3;1;Unk.;cats;Chef;Ventnor Univ.;
George;T;Garrison;24;Grey;Red;0;6;6;Unknown;Teacher;Nelson's Hall;
Ida;R;Quincy;22;Green;White;3;3;3;birds;Masseur;night school;
Leo;O;Richards;28;Green;Black;0;5;1;hamsters;Director;Ventnor Univ.;
James;N;Franklin;20;Orange;White;3;5;7;birds, hamsters;Zookeeper;Ventnor Univ.;
James;M;Enfield;53;Grey;Green;1;4;0;None;Actor;Princetonne;
Victor;A;Richards;38;Green;Green;2;1;5;dogs, fish;Accountant;Ventnor Univ.;
